Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
O76024,Wolframin OS=Homo sapiens GN=WFS1 PE=1 SV=2,WFS1,2,4,890,100.227,8.05,2,0.999,1.113,1.058,0.879,0.803,0.699,0.264,0.353,0.188,0.219
O76031,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens GN=CLPX PE=1 SV=2",CLPX,77,231,633,69.181,7.58,103,0.999,0.974,0.822,0.637,0.404,0.217,0.101,0.07,0.068,0.074
O76039,Cyclin-dependent kinase-like 5 OS=Homo sapiens GN=CDKL5 PE=1 SV=1,CDKL5,1,1,1030,115.466,9.54,1,0.999,0.903,1.068,1.009,0.933,0.529,0.354,0.233,0.118,0.079
O76041,Isoform 2 of Nebulette OS=Homo sapiens GN=NEBL,NEBL,27,71,270,31.176,8.31,20,0.999,1,0.997,0.937,0.781,0.56,0.464,0.403,0.338,0.35
O76054,SEC14-like protein 2 OS=Homo sapiens GN=SEC14L2 PE=1 SV=1,SEC14L2,5,10,403,46.116,7.84,4,0.999,1.097,1.064,0.93,0.639,0.322,0.212,0.14,0.158,0.124
O76061,Stanniocalcin-2 OS=Homo sapiens GN=STC2 PE=1 SV=1,STC2,5,10,302,33.227,7.3,5,0.999,1.035,1.035,1.01,0.877,0.724,0.566,0.485,0.408,0.335
O76064,E3 ubiquitin-protein ligase RNF8 OS=Homo sapiens GN=RNF8 PE=1 SV=1,RNF8,1,2,485,55.482,7.33,1,0.999,0.913,0.618,0.309,0.333,0.159,0.084,0.083,0.068,0.089
O76070,Gamma-synuclein OS=Homo sapiens GN=SNCG PE=1 SV=2,SNCG,31,116,127,13.323,4.86,49,0.999,1.007,1.049,0.994,0.917,0.777,0.698,0.607,0.527,0.377
O76071,Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Homo sapiens GN=CIAO1 PE=1 SV=1,CIAO1,21,72,339,37.816,4.97,32,0.999,0.943,0.951,0.861,0.726,0.441,0.234,0.16,0.118,0.104
O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase OS=Homo sapiens GN=PDE5A PE=1 SV=2",PDE5A,27,54,875,99.921,6.09,24,0.999,1.019,1.017,0.981,0.824,0.626,0.441,0.237,0.124,0.118
O76075,DNA fragmentation factor subunit beta OS=Homo sapiens GN=DFFB PE=1 SV=1,DFFB,23,46,338,39.085,9,22,0.999,0.984,1.011,0.958,0.818,0.549,0.282,0.174,0.124,0.11
O76080,AN1-type zinc finger protein 5 OS=Homo sapiens GN=ZFAND5 PE=1 SV=1,ZFAND5,32,111,213,23.117,8.51,42,0.999,0.997,0.986,0.93,0.914,0.786,0.774,0.679,0.627,0.551
O76094,Signal recognition particle 72 kDa protein OS=Homo sapiens GN=SRP72 PE=1 SV=3,SRP72,95,370,671,74.56,9.26,166,0.999,1.048,0.958,0.806,0.381,0.191,0.098,0.071,0.071,0.077
O76095,Protein JTB OS=Homo sapiens GN=JTB PE=1 SV=1,JTB,1,2,146,16.347,8.28,1,0.999,0.873,0.938,0.939,0.763,0.699,0.614,0.663,0.498,0.509
O77932,Protein Dom3Z OS=Homo sapiens GN=DOM3Z PE=2 SV=2,DOM3Z,16,32,396,44.9,7.69,16,0.999,0.98,0.973,0.872,0.677,0.339,0.186,0.134,0.116,0.124
O94760,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Homo sapiens GN=DDAH1 PE=1 SV=3",DDAH1,62,295,285,31.102,5.81,115,0.999,0.973,0.992,0.946,0.864,0.682,0.529,0.313,0.154,0.101
O94761,ATP-dependent DNA helicase Q4 OS=Homo sapiens GN=RECQL4 PE=1 SV=1,RECQL4,6,12,1208,132.993,8.09,6,0.999,0.913,0.698,0.459,0.366,0.205,0.144,0.076,0.081,0.089
O94762,ATP-dependent DNA helicase Q5 OS=Homo sapiens GN=RECQL5 PE=1 SV=2,RECQL5,20,52,991,108.79,8.56,33,0.999,0.949,0.88,0.857,0.674,0.45,0.313,0.164,0.077,0.085
O94763,Unconventional prefoldin RPB5 interactor 1 OS=Homo sapiens GN=URI1 PE=1 SV=3,URI1,77,189,535,59.796,5.05,11,0.999,1.045,1.002,0.849,0.612,0.413,0.272,0.185,0.154,0.137
O94766,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 OS=Homo sapiens GN=B3GAT3 PE=1 SV=2,B3GAT3,1,2,335,37.099,8.27,1,0.999,1.043,1.018,1.029,0.643,0.409,0.254,0.153,0.148,0.129
O94768,Serine/threonine-protein kinase 17B OS=Homo sapiens GN=STK17B PE=1 SV=1,STK17B,6,12,372,42.317,5.25,6,0.999,0.971,0.743,0.499,0.273,0.126,0.084,0.065,0.068,0.071
O94776,Metastasis-associated protein MTA2 OS=Homo sapiens GN=MTA2 PE=1 SV=1,MTA2,125,378,668,74.976,9.66,148,0.999,1.03,0.928,0.752,0.467,0.237,0.115,0.08,0.075,0.082
O94782,Ubiquitin carboxyl-terminal hydrolase 1 OS=Homo sapiens GN=USP1 PE=1 SV=1,USP1,53,121,785,88.152,5.45,51,0.999,1.06,0.926,0.749,0.427,0.243,0.137,0.105,0.103,0.104
O94788,Retinal dehydrogenase 2 OS=Homo sapiens GN=ALDH1A2 PE=1 SV=3,ALDH1A2,76,390,518,56.688,6.05,150,0.999,0.993,1.002,0.943,0.899,0.715,0.555,0.416,0.27,0.167
O94804,Serine/threonine-protein kinase 10 OS=Homo sapiens GN=STK10 PE=1 SV=1,STK10,64,135,968,112.065,6.95,60,0.999,0.995,0.886,0.459,0.325,0.167,0.1,0.081,0.078,0.089
O94806,Serine/threonine-protein kinase D3 OS=Homo sapiens GN=PRKD3 PE=1 SV=1,PRKD3,3,6,890,100.406,6.87,1,0.999,1.123,0.918,0.799,0.603,0.389,0.274,0.283,0.218,0.219
O94808,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Homo sapiens GN=GFPT2 PE=1 SV=3,GFPT2,53,144,682,76.882,7.37,31,0.999,0.959,0.913,0.815,0.637,0.374,0.182,0.105,0.099,0.1
O94810,Isoform 2 of Regulator of G-protein signaling 11 OS=Homo sapiens GN=RGS11,RGS11,1,1,456,51.453,8.98,1,0.999,0.973,1.038,1.049,0.823,0.539,0.274,0.203,0.198,0.159
O94811,Tubulin polymerization-promoting protein OS=Homo sapiens GN=TPPP PE=1 SV=1,TPPP,17,31,219,23.679,9.44,13,0.999,1.001,1.033,0.991,0.812,0.579,0.439,0.336,0.274,0.265
O94812,BAI1-associated protein 3 OS=Homo sapiens GN=BAIAP3 PE=1 SV=2,BAIAP3,1,1,1187,131.818,6.37,1,0.999,0.903,0.798,0.589,0.423,0.279,0.174,0.143,0.118,0.119
O94813,Slit homolog 2 protein OS=Homo sapiens GN=SLIT2 PE=1 SV=1,SLIT2,14,27,1529,169.759,7.06,13,0.999,0.93,0.893,0.781,0.63,0.431,0.24,0.223,0.174,0.173
O94818,Nucleolar protein 4 OS=Homo sapiens GN=NOL4 PE=2 SV=2,NOL4,1,2,638,71.312,5.62,1,0.999,1.353,1.368,1.299,0.933,0.819,0.604,0.513,0.288,0.219
O94819,Kelch repeat and BTB domain-containing protein 11 OS=Homo sapiens GN=KBTBD11 PE=1 SV=1,KBTBD11,16,32,623,65.679,6.07,16,0.999,0.999,0.999,0.856,0.581,0.29,0.161,0.107,0.092,0.098
O94822,Isoform 3 of E3 ubiquitin-protein ligase listerin OS=Homo sapiens GN=LTN1,LTN1,35,67,1812,205.046,6.52,29,0.999,1.004,0.913,0.728,0.389,0.199,0.097,0.077,0.085,0.082
O94826,Mitochondrial import receptor subunit TOM70 OS=Homo sapiens GN=TOMM70A PE=1 SV=1,TOMM70A,40,78,608,67.412,7.12,38,0.999,0.978,0.976,0.848,0.504,0.205,0.117,0.091,0.085,0.097
O94829,Importin-13 OS=Homo sapiens GN=IPO13 PE=1 SV=3,IPO13,16,31,963,108.126,5.3,13,0.999,0.95,0.945,0.842,0.617,0.304,0.182,0.137,0.109,0.113
O94830,Phospholipase DDHD2 OS=Homo sapiens GN=DDHD2 PE=1 SV=2,DDHD2,37,79,711,80.98,5.39,37,0.999,1.005,0.979,0.902,0.732,0.495,0.303,0.188,0.102,0.099
O94832,Unconventional myosin-Id OS=Homo sapiens GN=MYO1D PE=1 SV=2,MYO1D,57,112,1006,116.129,9.39,48,0.999,0.998,0.986,0.891,0.601,0.321,0.182,0.143,0.115,0.121
O94842,TOX high mobility group box family member 4 OS=Homo sapiens GN=TOX4 PE=1 SV=1,TOX4,29,72,621,66.153,5.06,33,0.999,0.98,0.918,0.79,0.61,0.361,0.239,0.17,0.158,0.167
O94854,Uncharacterized protein KIAA0754 OS=Homo sapiens GN=KIAA0754 PE=1 SV=4,KIAA0754,9,17,1291,135.065,4.21,8,0.999,1.054,0.961,0.901,0.666,0.391,0.286,0.187,0.136,0.138
O94855,Isoform 2 of Protein transport protein Sec24D OS=Homo sapiens GN=SEC24D,SEC24D,56,143,1033,113.007,7.25,60,0.999,0.983,0.97,0.856,0.516,0.209,0.09,0.071,0.07,0.079
O94864,STAGA complex 65 subunit gamma OS=Homo sapiens GN=SUPT7L PE=1 SV=1,SUPT7L,5,9,414,46.164,5.12,4,0.999,1.072,0.936,0.749,0.532,0.339,0.233,0.185,0.169,0.174
O94874,E3 UFM1-protein ligase 1 OS=Homo sapiens GN=UFL1 PE=1 SV=2,UFL1,53,109,794,89.54,6.79,49,0.999,1.012,0.93,0.779,0.422,0.231,0.136,0.101,0.103,0.105
O94880,PHD finger protein 14 OS=Homo sapiens GN=PHF14 PE=1 SV=2,PHF14,8,14,888,99.991,5.33,6,0.999,0.971,0.891,0.764,0.628,0.491,0.384,0.308,0.238,0.199
O94885,SAM and SH3 domain-containing protein 1 OS=Homo sapiens GN=SASH1 PE=1 SV=3,SASH1,16,31,1247,136.568,6.09,14,0.999,1.011,0.956,0.771,0.531,0.319,0.189,0.15,0.128,0.116
O94887,"FERM, RhoGEF and pleckstrin domain-containing protein 2 OS=Homo sapiens GN=FARP2 PE=1 SV=3",FARP2,11,23,1054,119.813,8.79,9,0.999,1.048,0.776,0.531,0.336,0.189,0.088,0.089,0.079,0.096
O94888,UBX domain-containing protein 7 OS=Homo sapiens GN=UBXN7 PE=1 SV=2,UBXN7,69,230,489,54.828,5.16,111,0.999,1.027,0.993,0.949,0.721,0.481,0.235,0.127,0.109,0.107
O94889,Kelch-like protein 18 OS=Homo sapiens GN=KLHL18 PE=2 SV=3,KLHL18,5,10,574,63.597,5.6,5,0.999,0.979,0.864,0.706,0.54,0.274,0.144,0.095,0.105,0.106
O94903,Proline synthase co-transcribed bacterial homolog protein OS=Homo sapiens GN=PROSC PE=1 SV=1,PROSC,38,193,275,30.325,7.5,93,0.999,0.991,0.94,0.678,0.44,0.251,0.137,0.102,0.106,0.11
O94905,Erlin-2 OS=Homo sapiens GN=ERLIN2 PE=1 SV=1,ERLIN2,20,39,339,37.815,5.62,12,0.999,0.94,0.91,0.776,0.655,0.427,0.295,0.245,0.224,0.235
O94906,Pre-mRNA-processing factor 6 OS=Homo sapiens GN=PRPF6 PE=1 SV=1,PRPF6,80,167,941,106.858,8.25,76,0.999,0.967,0.65,0.407,0.317,0.167,0.097,0.079,0.083,0.084
O94910,Latrophilin-1 OS=Homo sapiens GN=LPHN1 PE=1 SV=1,LPHN1,3,6,1474,162.614,6.6,3,0.999,0.996,1.061,0.949,0.89,0.745,0.628,0.516,0.331,0.172
O94913,Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens GN=PCF11 PE=1 SV=3,PCF11,53,127,1555,172.944,8.48,52,0.999,0.941,0.759,0.489,0.424,0.26,0.171,0.114,0.092,0.091
O94919,Endonuclease domain-containing 1 protein OS=Homo sapiens GN=ENDOD1 PE=1 SV=2,ENDOD1,4,9,500,54.981,5.71,4,0.999,0.974,1.016,0.871,0.794,0.542,0.382,0.284,0.169,0.135
O94925,"Glutaminase kidney isoform, mitochondrial OS=Homo sapiens GN=GLS PE=1 SV=1",GLS,95,380,669,73.414,7.77,30,0.999,0.959,0.913,0.718,0.445,0.176,0.078,0.072,0.072,0.08
O94927,HAUS augmin-like complex subunit 5 OS=Homo sapiens GN=HAUS5 PE=1 SV=2,HAUS5,21,39,633,71.638,8.51,17,0.999,1.069,0.868,0.607,0.358,0.191,0.073,0.057,0.06,0.075
O94952,F-box only protein 21 OS=Homo sapiens GN=FBXO21 PE=2 SV=2,FBXO21,9,23,628,72.224,6.09,5,0.999,0.945,0.948,0.811,0.561,0.409,0.296,0.237,0.196,0.185
O94967,WD repeat-containing protein 47 OS=Homo sapiens GN=WDR47 PE=1 SV=1,WDR47,24,51,919,101.884,5.94,24,0.999,0.991,0.957,0.931,0.731,0.547,0.297,0.113,0.088,0.085
O94973,AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 PE=1 SV=2,AP2A2,173,569,939,103.895,6.96,61,0.999,0.983,0.926,0.804,0.553,0.317,0.159,0.117,0.099,0.096
O94986,Centrosomal protein of 152 kDa OS=Homo sapiens GN=CEP152 PE=1 SV=4,CEP152,10,17,1710,195.504,5.6,3,0.999,0.96,0.991,0.896,0.816,0.569,0.388,0.263,0.124,0.132
O94991,SLIT and NTRK-like protein 5 OS=Homo sapiens GN=SLITRK5 PE=1 SV=2,SLITRK5,19,38,958,107.418,6.95,17,0.999,1.04,1.017,0.951,0.804,0.563,0.378,0.202,0.148,0.142
O94992,Protein HEXIM1 OS=Homo sapiens GN=HEXIM1 PE=1 SV=1,HEXIM1,54,233,359,40.598,4.89,100,0.999,0.994,0.986,0.921,0.846,0.689,0.566,0.518,0.474,0.44
O95057,GTP-binding protein Di-Ras1 OS=Homo sapiens GN=DIRAS1 PE=1 SV=1,DIRAS1,8,14,198,22.314,8.72,4,0.999,1.453,1.183,1.114,0.778,0.369,0.174,0.083,0.098,0.089
O95059,Ribonuclease P protein subunit p14 OS=Homo sapiens GN=RPP14 PE=1 SV=3,RPP14,19,37,124,13.684,7.75,22,0.999,0.923,0.948,0.919,0.818,0.619,0.417,0.275,0.183,0.176
O95067,G2/mitotic-specific cyclin-B2 OS=Homo sapiens GN=CCNB2 PE=1 SV=1,CCNB2,22,44,398,45.253,8.9,20,0.999,0.995,0.904,0.745,0.546,0.333,0.202,0.138,0.108,0.106
O95070,Protein YIF1A OS=Homo sapiens GN=YIF1A PE=1 SV=2,YIF1A,1,1,293,31.991,8.95,1,0.999,1.083,0.968,0.769,0.953,0.819,0.814,0.513,0.258,0.209
O95071,E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=2,UBR5,149,312,2799,309.158,5.85,135,0.999,0.923,0.71,0.509,0.397,0.221,0.112,0.089,0.08,0.082
O95081,Arf-GAP domain and FG repeat-containing protein 2 OS=Homo sapiens GN=AGFG2 PE=1 SV=2,AGFG2,6,12,481,48.932,9.11,5,0.999,0.988,0.919,0.645,0.407,0.245,0.153,0.135,0.137,0.105
O95096,Homeobox protein Nkx-2.2 OS=Homo sapiens GN=NKX2-2 PE=2 SV=1,NKX2,2,34,273,30.114,8.09,3,0.999,0.86,0.915,0.886,0.756,0.579,0.431,0.376,0.318,0.289
O95104,"Splicing factor, arginine/serine-rich 15 OS=Homo sapiens GN=SCAF4 PE=1 SV=3",SCAF4,44,153,1147,125.79,9.55,62,0.999,0.997,0.91,0.748,0.398,0.197,0.098,0.089,0.09,0.091
O95153,Isoform 3 of Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=BZRAP1,BZRAP1,3,5,1907,204.923,5.12,3,0.999,0.963,0.938,0.814,0.668,0.129,0.029,0.048,0.033,0.049
O95155,Ubiquitin conjugation factor E4 B OS=Homo sapiens GN=UBE4B PE=1 SV=1,UBE4B,58,128,1302,146.092,6.55,56,0.999,1.003,0.987,0.933,0.641,0.272,0.149,0.105,0.102,0.096
O95159,Zinc finger protein-like 1 OS=Homo sapiens GN=ZFPL1 PE=1 SV=2,ZFPL1,3,6,310,34.092,8.07,3,0.999,0.97,0.945,0.939,0.783,0.505,0.258,0.193,0.138,0.132
O95163,Elongator complex protein 1 OS=Homo sapiens GN=IKBKAP PE=1 SV=3,IKBKAP,136,429,1332,150.159,5.94,203,0.999,0.978,0.871,0.661,0.488,0.307,0.174,0.08,0.078,0.074
O95166,Gamma-aminobutyric acid receptor-associated protein OS=Homo sapiens GN=GABARAP PE=1 SV=1,GABARAP,16,91,117,13.909,8.79,10,0.999,0.986,0.973,0.851,0.643,0.364,0.264,0.18,0.11,0.101
O95167,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Homo sapiens GN=NDUFA3 PE=1 SV=1,NDUFA3,2,4,84,9.273,8.46,2,0.999,0.898,0.918,0.819,0.813,0.784,0.834,0.878,0.988,0.819
O95171,Sciellin OS=Homo sapiens GN=SCEL PE=1 SV=2,SCEL,5,9,688,77.504,9.38,4,0.999,1.078,1.063,1.044,1.063,1.191,1.062,0.67,0.163,0.099
O95182,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 OS=Homo sapiens GN=NDUFA7 PE=1 SV=3,NDUFA7,23,68,113,12.544,10.18,30,0.999,1.038,1.188,1.304,1.696,2.136,1.861,1.619,1.298,1.039
O95196,Chondroitin sulfate proteoglycan 5 OS=Homo sapiens GN=CSPG5 PE=1 SV=3,CSPG5,6,12,566,59.979,4.5,3,0.999,0.956,0.911,0.776,0.823,0.675,0.618,0.563,0.331,0.246
O95197,Reticulon-3 OS=Homo sapiens GN=RTN3 PE=1 SV=2,RTN3,13,42,1032,112.541,4.96,10,0.999,0.935,0.94,0.846,0.654,0.483,0.381,0.31,0.291,0.267
O95202,"LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Homo sapiens GN=LETM1 PE=1 SV=1",LETM1,65,147,739,83.302,6.7,68,0.999,0.961,0.993,0.938,0.879,0.68,0.5,0.299,0.202,0.169
O95208,Epsin-2 OS=Homo sapiens GN=EPN2 PE=1 SV=3,EPN2,17,34,641,68.439,7.52,15,0.999,0.984,0.993,0.947,0.838,0.682,0.432,0.229,0.17,0.146
O95218,Isoform 2 of Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens GN=ZRANB2,ZRANB2,79,624,320,36.296,9.76,298,0.999,0.887,0.916,0.834,0.816,0.724,0.67,0.59,0.523,0.422
O95219,Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1,SNX4,32,66,450,51.876,5.99,32,0.999,1.074,0.937,0.718,0.374,0.201,0.122,0.096,0.083,0.096
O95229,ZW10 interactor OS=Homo sapiens GN=ZWINT PE=1 SV=2,ZWINT,18,57,277,31.274,5.15,24,0.999,0.967,0.866,0.671,0.48,0.301,0.197,0.166,0.158,0.148
O95235,Kinesin-like protein KIF20A OS=Homo sapiens GN=KIF20A PE=1 SV=1,KIF20A,8,17,890,100.215,6.92,8,0.999,1.021,0.853,0.605,0.387,0.249,0.142,0.105,0.098,0.085
O95239,Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3,KIF4A,88,189,1232,139.794,6.27,72,0.999,0.97,0.723,0.346,0.3,0.151,0.079,0.069,0.073,0.087
O95248,Isoform 4 of Myotubularin-related protein 5 OS=Homo sapiens GN=SBF1,SBF1,49,98,1893,210.916,7.11,44,0.999,1.031,0.97,0.861,0.573,0.27,0.152,0.115,0.114,0.103
O95249,Golgi SNAP receptor complex member 1 OS=Homo sapiens GN=GOSR1 PE=1 SV=1,GOSR1,7,17,250,28.595,9.42,8,0.999,1.023,0.978,0.939,0.823,0.639,0.484,0.343,0.188,0.149
O95251,Histone acetyltransferase KAT7 OS=Homo sapiens GN=KAT7 PE=1 SV=1,KAT7,11,28,611,70.598,8.85,11,0.999,0.901,0.741,0.47,0.353,0.194,0.123,0.114,0.099,0.108
O95260,Arginyl-tRNA--protein transferase 1 OS=Homo sapiens GN=ATE1 PE=1 SV=2,ATE1,57,144,518,59.052,7.93,20,0.999,0.985,1.013,0.958,0.807,0.416,0.174,0.113,0.109,0.121
O95264,5-hydroxytryptamine receptor 3B OS=Homo sapiens GN=HTR3B PE=1 SV=1,HTR3B,1,1,441,50.26,5.34,1,0.999,0.773,0.928,0.759,0.533,0.289,0.264,0.163,0.068,0.079
O95273,Cyclin-D1-binding protein 1 OS=Homo sapiens GN=CCNDBP1 PE=1 SV=2,CCNDBP1,5,10,360,40.236,4.82,4,0.999,0.991,0.941,0.754,0.581,0.399,0.287,0.198,0.138,0.114
O95278,Laforin OS=Homo sapiens GN=EPM2A PE=1 SV=2,EPM2A,1,2,331,37.133,6.65,1,0.999,1.023,0.958,0.949,0.773,0.359,0.174,0.113,0.068,0.099
O95292,Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens GN=VAPB PE=1 SV=3,VAPB,27,108,243,27.211,7.3,42,0.999,0.995,0.985,0.953,0.781,0.52,0.258,0.162,0.128,0.128
O95295,SNARE-associated protein Snapin OS=Homo sapiens GN=SNAPIN PE=1 SV=1,SNAPIN,25,95,136,14.865,9.31,37,0.999,1.018,0.99,0.916,0.72,0.512,0.318,0.18,0.115,0.11
O95297,Myelin protein zero-like protein 1 OS=Homo sapiens GN=MPZL1 PE=1 SV=1,MPZL1,8,17,269,29.064,8.72,7,0.999,1.106,1.047,0.984,1.052,0.917,0.785,0.593,0.438,0.336
O95298,NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Homo sapiens GN=NDUFC2 PE=1 SV=1,NDUFC2,2,4,119,14.178,8.98,2,0.999,1.153,0.988,0.919,0.803,0.824,0.849,1.208,1.323,1.134
O95302,Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens GN=FKBP9 PE=1 SV=2,FKBP9,42,98,570,63.044,5.08,44,0.999,0.963,0.952,0.809,0.608,0.404,0.274,0.229,0.202,0.213
O95336,6-phosphogluconolactonase OS=Homo sapiens GN=PGLS PE=1 SV=2,PGLS,44,380,258,27.53,6.05,177,0.999,1,1.013,0.974,0.873,0.711,0.569,0.445,0.3,0.131
O95340,Isoform B of Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS=Homo sapiens GN=PAPSS2,PAPSS2,73,195,619,69.926,8.03,85,0.999,1.018,1.018,0.945,0.752,0.425,0.172,0.113,0.098,0.097
O95343,Homeobox protein SIX3 OS=Homo sapiens GN=SIX3 PE=1 SV=1,SIX3,1,2,332,35.465,8.73,1,0.999,1.023,0.988,1.099,0.813,0.439,0.204,0.103,0.068,0.049
O95347,Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2,SMC2,245,1056,1197,135.572,8.43,493,0.999,1.015,0.94,0.736,0.343,0.156,0.065,0.05,0.06,0.071
O95352,Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens GN=ATG7 PE=1 SV=1,ATG7,67,218,703,77.909,6.24,103,0.999,0.983,0.991,0.918,0.673,0.274,0.15,0.105,0.098,0.094
O95359,Transforming acidic coiled-coil-containing protein 2 OS=Homo sapiens GN=TACC2 PE=1 SV=3,TACC2,30,70,2948,309.237,4.79,14,0.999,1.012,1.02,0.944,0.86,0.578,0.54,0.327,0.28,0.233
O95363,"Phenylalanine--tRNA ligase, mitochondrial OS=Homo sapiens GN=FARS2 PE=1 SV=1",FARS2,16,29,451,52.324,7.46,13,0.999,0.938,0.744,0.501,0.33,0.174,0.075,0.057,0.063,0.067
O95365,Zinc finger and BTB domain-containing protein 7A OS=Homo sapiens GN=ZBTB7A PE=1 SV=1,ZBTB7A,1,4,584,61.401,5.19,2,0.999,0.793,0.788,0.739,0.573,0.429,0.154,0.103,0.088,0.079
O95372,Acyl-protein thioesterase 2 OS=Homo sapiens GN=LYPLA2 PE=1 SV=1,LYPLA2,27,120,231,24.721,7.23,54,0.999,0.989,1.01,0.978,0.759,0.526,0.288,0.155,0.139,0.128
O95373,Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1,IPO7,93,539,1038,119.44,4.82,247,0.999,0.979,0.965,0.839,0.561,0.244,0.115,0.077,0.077,0.081
O95376,E3 ubiquitin-protein ligase ARIH2 OS=Homo sapiens GN=ARIH2 PE=1 SV=1,ARIH2,49,181,493,57.781,5.63,87,0.999,1.017,1.024,0.952,0.762,0.41,0.147,0.09,0.075,0.087
O95379,Isoform 3 of Tumor necrosis factor alpha-induced protein 8 OS=Homo sapiens GN=TNFAIP8,TNFAIP8,2,3,188,21.863,8.75,2,0.999,1.083,1.058,0.979,0.703,0.319,0.214,0.193,0.138,0.159
O95382,Mitogen-activated protein kinase kinase kinase 6 OS=Homo sapiens GN=MAP3K6 PE=1 SV=3,MAP3K6,2,4,1288,142.506,7.11,1,0.999,0.943,0.728,0.539,0.403,0.249,0.164,0.133,0.148,0.149
O95391,Pre-mRNA-splicing factor SLU7 OS=Homo sapiens GN=SLU7 PE=1 SV=2,SLU7,17,33,586,68.344,7.14,15,0.999,0.865,0.632,0.371,0.328,0.204,0.124,0.113,0.087,0.107
O95396,Adenylyltransferase and sulfurtransferase MOCS3 OS=Homo sapiens GN=MOCS3 PE=1 SV=1,MOCS3,25,60,460,49.638,6.21,27,0.999,1.006,0.967,0.793,0.457,0.265,0.156,0.118,0.094,0.086
O95398,Rap guanine nucleotide exchange factor 3 OS=Homo sapiens GN=RAPGEF3 PE=1 SV=6,RAPGEF3,4,11,923,103.686,7.56,8,0.999,0.981,0.951,0.739,0.486,0.229,0.127,0.068,0.085,0.096
O95400,CD2 antigen cytoplasmic tail-binding protein 2 OS=Homo sapiens GN=CD2BP2 PE=1 SV=1,CD2BP2,36,92,341,37.623,4.61,44,0.999,0.97,0.864,0.699,0.438,0.306,0.251,0.195,0.2,0.186
O95402,Mediator of RNA polymerase II transcription subunit 26 OS=Homo sapiens GN=MED26 PE=1 SV=2,MED26,9,17,600,65.406,9.16,8,0.999,1.054,1.022,1.09,0.791,0.646,0.407,0.263,0.191,0.178
O95405,Zinc finger FYVE domain-containing protein 9 OS=Homo sapiens GN=ZFYVE9 PE=1 SV=2,ZFYVE9,12,23,1425,156.303,5.01,11,0.999,1.006,0.973,0.933,0.607,0.287,0.181,0.124,0.101,0.115
O95409,Zinc finger protein ZIC 2 OS=Homo sapiens GN=ZIC2 PE=1 SV=2,ZIC2,1,2,532,54.971,8.41,1,0.999,1.043,0.878,0.849,0.573,0.299,0.194,0.153,0.118,0.129
O95425,Supervillin OS=Homo sapiens GN=SVIL PE=1 SV=2,SVIL,13,25,2214,247.593,6.98,12,0.999,1.015,0.933,0.754,0.565,0.337,0.219,0.176,0.142,0.146
O95429,BAG family molecular chaperone regulator 4 OS=Homo sapiens GN=BAG4 PE=1 SV=1,BAG4,21,95,457,49.563,5.12,27,0.999,0.966,0.921,0.849,0.636,0.387,0.184,0.127,0.117,0.149
O95433,Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens GN=AHSA1 PE=1 SV=1,AHSA1,84,654,338,38.25,5.53,300,0.999,1.047,1,0.945,0.607,0.241,0.113,0.073,0.08,0.082
O95453,Poly(A)-specific ribonuclease PARN OS=Homo sapiens GN=PARN PE=1 SV=1,PARN,80,252,639,73.405,6.2,109,0.999,1.012,1.026,0.994,0.534,0.254,0.14,0.1,0.093,0.104
O95455,"dTDP-D-glucose 4,6-dehydratase OS=Homo sapiens GN=TGDS PE=2 SV=1",TGDS,22,52,350,40.188,6.6,21,0.999,0.997,0.989,0.935,0.806,0.643,0.491,0.293,0.191,0.145
