Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
P35670,Copper-transporting ATPase 2 OS=Homo sapiens GN=ATP7B PE=1 SV=4,ATP7B,5,8,1465,157.162,6.7,4,0.992,1.024,0.923,0.884,0.761,0.613,0.535,0.431,0.299,0.369
P35711,Transcription factor SOX-5 OS=Homo sapiens GN=SOX5 PE=1 SV=3,SOX5,1,2,763,83.973,6.6,1,0.992,1.076,1.063,1.207,0.933,0.958,0.715,0.664,0.699,0.732
P35712,Transcription factor SOX-6 OS=Homo sapiens GN=SOX6 PE=1 SV=3,SOX6,2,2,828,91.864,7.78,1,0.992,0.996,0.963,0.837,0.493,0.178,0.155,0.094,0.099,0.072
P35716,Transcription factor SOX-11 OS=Homo sapiens GN=SOX11 PE=1 SV=2,SOX11,4,10,441,46.65,5.05,5,0.992,0.873,1.035,0.945,0.798,0.474,0.432,0.358,0.246,0.374
P35749,Isoform 2 of Myosin-11 OS=Homo sapiens GN=MYH11,MYH11,66,444,1979,227.949,5.5,53,0.992,1,0.935,0.826,0.675,0.426,0.191,0.091,0.114,0.07
P35754,Glutaredoxin-1 OS=Homo sapiens GN=GLRX PE=1 SV=2,GLRX,9,40,106,11.768,8.09,19,0.992,1.017,0.914,0.937,0.857,0.768,0.679,0.683,0.436,0.534
P35790,Choline kinase alpha OS=Homo sapiens GN=CHKA PE=1 SV=3,CHKA,7,18,457,52.215,6.55,8,0.992,1.034,0.891,0.867,0.609,0.459,0.295,0.206,0.142,0.113
P35914,"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens GN=HMGCL PE=1 SV=2",HMGCL,41,141,325,34.338,8.54,66,0.992,0.961,1.041,1.033,0.975,0.827,0.63,0.337,0.159,0.116
P35998,26S protease regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3,PSMC2,96,643,433,48.603,5.95,315,0.992,0.98,0.908,0.779,0.573,0.364,0.219,0.112,0.11,0.076
P36404,ADP-ribosylation factor-like protein 2 OS=Homo sapiens GN=ARL2 PE=1 SV=4,ARL2,21,59,184,20.865,6.34,29,0.992,1.024,0.957,0.899,0.711,0.441,0.205,0.115,0.107,0.074
P36405,ADP-ribosylation factor-like protein 3 OS=Homo sapiens GN=ARL3 PE=1 SV=2,ARL3,24,138,182,20.443,7.24,66,0.992,0.982,0.956,0.931,0.821,0.657,0.434,0.279,0.179,0.154
P36507,Dual specificity mitogen-activated protein kinase kinase 2 OS=Homo sapiens GN=MAP2K2 PE=1 SV=1,MAP2K2,35,112,400,44.396,6.55,37,0.992,1.006,0.748,0.659,0.428,0.224,0.161,0.105,0.113,0.083
P36542,"ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1",ATP5C1,32,161,298,32.975,9.22,81,0.992,0.961,1.188,1.127,1.059,0.899,0.862,0.782,0.513,0.54
P36543,V-type proton ATPase subunit E 1 OS=Homo sapiens GN=ATP6V1E1 PE=1 SV=1,ATP6V1E1,48,172,226,26.129,8,91,0.992,0.977,0.927,0.857,0.694,0.515,0.356,0.205,0.128,0.101
P36551,"Coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens GN=CPOX PE=1 SV=3",CPOX,75,746,454,50.12,8.25,354,0.992,1.005,1.031,1.097,1.085,0.98,0.84,0.6,0.239,0.152
P36578,60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5,RPL4,79,693,427,47.667,11.06,334,0.992,1.067,1.651,1.78,1.65,1.282,1.017,0.637,0.214,0.201
P36639,"7,8-dihydro-8-oxoguanine triphosphatase OS=Homo sapiens GN=NUDT1 PE=1 SV=3",NUDT1,18,65,197,22.505,5.27,29,0.992,0.919,0.896,0.708,0.482,0.281,0.185,0.11,0.102,0.062
P36776,"Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2",LONP1,89,400,959,106.422,6.39,189,0.992,1.019,0.952,0.883,0.756,0.638,0.438,0.247,0.138,0.099
P36871,Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3,PGM1,108,641,562,61.411,6.76,305,0.992,0.963,0.973,0.947,0.89,0.782,0.673,0.542,0.282,0.13
P36873,Isoform Gamma-2 of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens GN=PPP1CC,PPP1CC,44,257,337,38.493,6.13,33,0.992,0.977,0.982,0.888,0.765,0.577,0.405,0.253,0.17,0.141
P36897,Isoform 2 of TGF-beta receptor type-1 OS=Homo sapiens GN=TGFBR1,TGFBR1,2,8,507,56.312,7.55,3,0.992,1.186,1.106,1.153,0.863,0.908,0.619,0.6,0.319,0.318
P36915,Guanine nucleotide-binding protein-like 1 OS=Homo sapiens GN=GNL1 PE=1 SV=2,GNL1,57,179,607,68.619,5.8,83,0.992,1.047,0.924,0.807,0.515,0.264,0.175,0.12,0.111,0.078
P36941,Tumor necrosis factor receptor superfamily member 3 OS=Homo sapiens GN=LTBR PE=1 SV=1,LTBR,1,1,435,46.679,5.83,1,0.992,1.006,1.023,0.927,0.933,0.708,0.655,0.594,0.249,0.242
P36952,Serpin B5 OS=Homo sapiens GN=SERPINB5 PE=1 SV=2,SERPINB5,54,339,375,42.073,6.05,157,0.992,0.998,0.91,0.85,0.611,0.271,0.145,0.09,0.102,0.07
P36954,DNA-directed RNA polymerase II subunit RPB9 OS=Homo sapiens GN=POLR2I PE=1 SV=1,POLR2I,17,42,125,14.514,5.14,19,0.992,0.951,0.971,0.839,0.814,0.791,0.681,0.692,0.589,1.091
P36955,Pigment epithelium-derived factor OS=Homo sapiens GN=SERPINF1 PE=1 SV=4,SERPINF1,2,3,418,46.283,6.38,2,0.992,1.051,1.068,1.117,0.978,0.708,0.425,0.279,0.184,0.282
P36957,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4",DLST,68,370,453,48.724,8.95,180,0.992,0.967,1.092,1.064,1.103,1.082,1.003,0.974,0.631,0.774
P36959,GMP reductase 1 OS=Homo sapiens GN=GMPR PE=1 SV=1,GMPR,44,167,345,37.395,7.06,47,0.992,0.977,0.973,0.944,0.895,0.83,0.758,0.687,0.56,0.714
P36969,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Homo sapiens GN=GPX4 PE=1 SV=3",GPX4,13,26,197,22.161,8.37,13,0.992,0.964,0.942,0.906,0.757,0.61,0.45,0.301,0.186,0.143
P37108,Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2,SRP14,32,210,136,14.561,10.04,112,0.992,0.989,1.013,0.949,0.776,0.574,0.422,0.293,0.187,0.194
P37198,Nuclear pore glycoprotein p62 OS=Homo sapiens GN=NUP62 PE=1 SV=3,NUP62,18,46,522,53.222,5.31,24,0.992,0.991,0.918,0.852,0.616,0.423,0.318,0.264,0.182,0.174
P37235,Hippocalcin-like protein 1 OS=Homo sapiens GN=HPCAL1 PE=1 SV=3,HPCAL1,27,84,193,22.299,5.35,40,0.992,0.991,0.913,0.826,0.649,0.507,0.391,0.31,0.227,0.235
P37802,Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3,TAGLN2,43,381,199,22.377,8.25,177,0.992,0.969,0.95,0.879,0.652,0.374,0.245,0.19,0.144,0.134
P37837,Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2,TALDO1,72,815,337,37.516,6.81,396,0.992,0.954,0.954,0.892,0.758,0.555,0.359,0.184,0.146,0.118
P37840,Alpha-synuclein OS=Homo sapiens GN=SNCA PE=1 SV=1,SNCA,4,8,140,14.451,4.7,3,0.992,1.036,1.036,1.06,0.9,0.701,0.602,0.487,0.299,0.248
P38117,Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3,ETFB,68,500,255,27.826,8.1,241,0.992,0.986,1.016,1.006,0.952,0.746,0.613,0.489,0.253,0.158
P38159,"RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3",RBMX,61,174,391,42.306,10.05,84,0.992,0.947,0.869,0.658,0.549,0.354,0.264,0.206,0.162,0.175
P38432,Coilin OS=Homo sapiens GN=COIL PE=1 SV=1,COIL,11,23,576,62.57,9.07,10,0.992,0.975,0.757,0.508,0.378,0.192,0.138,0.091,0.089,0.075
P38570,Integrin alpha-E OS=Homo sapiens GN=ITGAE PE=1 SV=3,ITGAE,5,13,1179,130.077,5.74,6,0.992,0.873,0.899,0.922,1.008,0.803,0.544,0.305,0.123,0.05
P38571,Lysosomal acid lipase/cholesteryl ester hydrolase OS=Homo sapiens GN=LIPA PE=1 SV=2,LIPA,10,30,399,45.39,6.92,12,0.992,0.989,0.884,0.887,0.772,0.689,0.592,0.514,0.297,0.27
P38606,V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2,ATP6V1A,89,511,617,68.26,5.52,236,0.992,0.945,0.9,0.811,0.679,0.507,0.398,0.292,0.173,0.118
P38646,"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2",HSPA9,182,2414,679,73.635,6.16,1011,0.992,0.949,0.981,0.926,0.835,0.636,0.346,0.186,0.124,0.087
P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4,EIF4A3,72,428,411,46.841,6.73,179,0.992,0.999,0.875,0.792,0.574,0.326,0.183,0.122,0.113,0.087
P38935,DNA-binding protein SMUBP-2 OS=Homo sapiens GN=IGHMBP2 PE=1 SV=3,IGHMBP2,2,4,993,109.082,8.97,2,0.992,1.006,0.918,0.802,0.573,0.338,0.305,0.219,0.164,0.217
P39019,40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2,RPS19,39,427,145,16.051,10.32,203,0.992,1.055,1.352,1.401,1.28,0.981,0.745,0.417,0.17,0.141
P39023,60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2,RPL3,76,640,403,46.08,10.18,209,0.992,1.035,1.58,1.831,1.834,1.324,1.05,0.534,0.201,0.193
P39060,Collagen alpha-1(XVIII) chain OS=Homo sapiens GN=COL18A1 PE=1 SV=5,COL18A1,2,4,1754,178.077,6.01,2,0.992,0.986,0.823,0.667,0.743,0.578,0.425,0.309,0.234,0.212
P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4,DDOST,5,10,456,50.769,6.55,5,0.992,1.02,1.209,0.797,0.705,0.59,0.485,0.422,0.287,0.47
P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1,ANP32A,50,546,249,28.568,4.09,175,0.992,0.949,0.975,0.997,0.91,0.809,0.647,0.484,0.303,0.359
P39748,Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1,FEN1,61,288,380,42.566,8.62,132,0.992,1.004,0.75,0.554,0.306,0.165,0.123,0.089,0.095,0.061
P39880,Isoform 3 of Homeobox protein cut-like 1 OS=Homo sapiens GN=CUX1,CUX1,19,31,1516,165.587,5.86,15,0.992,1.023,1.048,0.883,0.702,0.532,0.371,0.233,0.165,0.146
P40121,Macrophage-capping protein OS=Homo sapiens GN=CAPG PE=1 SV=2,CAPG,40,287,348,38.474,6.19,132,0.992,1.004,0.911,0.766,0.418,0.216,0.143,0.102,0.104,0.069
P40123,Adenylyl cyclase-associated protein 2 OS=Homo sapiens GN=CAP2 PE=1 SV=1,CAP2,16,67,477,52.791,6.37,10,0.992,1.021,0.939,0.848,0.577,0.271,0.186,0.141,0.136,0.108
P40145,Adenylate cyclase type 8 OS=Homo sapiens GN=ADCY8 PE=1 SV=1,ADCY8,1,2,1251,140.033,6.99,1,0.992,0.976,1.053,1.117,1.043,0.978,0.875,0.444,0.159,0.072
P40222,Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3,TXLNA,80,246,546,61.853,6.52,113,0.992,0.99,0.941,0.894,0.761,0.515,0.267,0.188,0.14,0.119
P40227,T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3,CCT6A,109,1239,531,57.988,6.68,431,0.992,1.003,0.948,0.896,0.803,0.624,0.389,0.194,0.135,0.084
P40337,Von Hippel-Lindau disease tumor suppressor OS=Homo sapiens GN=VHL PE=1 SV=2,VHL,1,2,213,24.138,4.73,1,0.992,0.906,0.793,0.597,0.403,0.288,0.185,0.114,0.119,0.082
P40425,Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens GN=PBX2 PE=1 SV=2,PBX2,3,6,430,45.853,7.56,3,0.992,1.081,1.128,1.022,0.843,0.578,0.36,0.304,0.229,0.287
P40429,60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2,RPL13A,40,313,203,23.562,10.93,133,0.992,1.064,1.61,1.853,1.782,1.295,1.086,0.697,0.204,0.194
P40763,Signal transducer and activator of transcription 3 OS=Homo sapiens GN=STAT3 PE=1 SV=2,STAT3,43,92,770,88.011,6.3,37,0.992,1.005,0.729,0.477,0.272,0.161,0.112,0.082,0.097,0.08
P40818,Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens GN=USP8 PE=1 SV=1,USP8,79,183,1118,127.444,8.51,25,0.992,0.986,0.848,0.555,0.315,0.188,0.149,0.114,0.109,0.09
P40855,Peroxisomal biogenesis factor 19 OS=Homo sapiens GN=PEX19 PE=1 SV=1,PEX19,31,99,299,32.786,4.34,27,0.992,0.967,1.009,1.016,0.991,0.843,0.763,0.57,0.443,0.487
P40926,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",MDH2,78,1592,338,35.481,8.68,765,0.992,1.001,1.058,1.078,1.054,0.989,0.886,0.704,0.288,0.126
P40937,Replication factor C subunit 5 OS=Homo sapiens GN=RFC5 PE=1 SV=1,RFC5,43,106,340,38.472,7.2,50,0.992,1.129,0.762,0.65,0.38,0.227,0.153,0.114,0.112,0.085
P40938,Replication factor C subunit 3 OS=Homo sapiens GN=RFC3 PE=1 SV=2,RFC3,23,68,356,40.53,8.34,33,0.992,1.071,0.743,0.594,0.324,0.195,0.157,0.116,0.122,0.099
P40939,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2",HADHA,82,247,763,82.947,9.04,124,0.992,0.974,0.961,0.84,0.572,0.22,0.158,0.113,0.107,0.086
P41091,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3,EIF2S3,68,380,472,51.077,8.4,178,0.992,0.948,0.954,0.862,0.749,0.554,0.338,0.157,0.118,0.084
P41134,DNA-binding protein inhibitor ID-1 OS=Homo sapiens GN=ID1 PE=1 SV=3,ID1,15,32,155,16.122,6.99,15,0.992,0.991,0.808,0.647,0.47,0.355,0.309,0.259,0.213,0.189
P41162,ETS translocation variant 3 OS=Homo sapiens GN=ETV3 PE=1 SV=2,ETV3,2,8,512,56.966,8.57,3,0.992,0.861,0.848,0.767,0.718,0.428,0.385,0.254,0.184,0.322
P41208,Centrin-2 OS=Homo sapiens GN=CETN2 PE=1 SV=1,CETN2,14,33,172,19.726,5,17,0.992,0.926,0.921,0.78,0.723,0.544,0.533,0.485,0.399,0.52
P41214,Eukaryotic translation initiation factor 2D OS=Homo sapiens GN=EIF2D PE=1 SV=3,EIF2D,31,65,584,64.666,7.65,30,0.992,1.042,0.783,0.493,0.281,0.17,0.139,0.091,0.107,0.076
P41221,Protein Wnt-5a OS=Homo sapiens GN=WNT5A PE=1 SV=2,WNT5A,2,3,380,42.311,8.46,2,0.992,0.991,0.968,0.872,0.723,0.613,0.53,0.359,0.229,0.222
P41223,Protein BUD31 homolog OS=Homo sapiens GN=BUD31 PE=1 SV=2,BUD31,15,61,144,16.989,8.82,31,0.992,0.908,0.942,0.823,0.63,0.343,0.188,0.122,0.1,0.06
P41227,N-alpha-acetyltransferase 10 OS=Homo sapiens GN=NAA10 PE=1 SV=1,NAA10,53,333,235,26.442,5.64,163,0.992,0.968,0.941,0.889,0.764,0.517,0.201,0.107,0.106,0.078
P41229,Lysine-specific demethylase 5C OS=Homo sapiens GN=KDM5C PE=1 SV=2,KDM5C,4,7,1560,175.609,5.58,3,0.992,0.956,0.716,0.49,0.33,0.231,0.192,0.147,0.146,0.118
P41236,Protein phosphatase inhibitor 2 OS=Homo sapiens GN=PPP1R2 PE=1 SV=2,PPP1R2,37,200,205,23.001,4.74,93,0.992,0.908,0.987,0.974,0.976,0.928,0.888,0.798,0.576,0.752
P41240,Tyrosine-protein kinase CSK OS=Homo sapiens GN=CSK PE=1 SV=1,CSK,43,93,450,50.672,7.06,38,0.992,0.965,0.881,0.68,0.341,0.2,0.146,0.1,0.093,0.064
P41250,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3,GARS,114,930,739,83.113,7.03,427,0.992,0.981,0.992,0.97,0.909,0.821,0.752,0.67,0.415,0.395
P41252,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2",IARS,155,663,1262,144.406,6.15,235,0.992,0.965,0.807,0.493,0.312,0.192,0.132,0.091,0.111,0.074
P41271,Isoform 2 of Neuroblastoma suppressor of tumorigenicity 1 OS=Homo sapiens GN=NBL1,NBL1,5,10,216,23.154,6.2,5,0.992,1.034,0.976,0.931,0.888,0.801,0.739,0.681,0.526,0.713
P41440,Folate transporter 1 OS=Homo sapiens GN=SLC19A1 PE=1 SV=3,SLC19A1,4,7,591,64.827,8.95,4,0.992,0.996,1.115,0.947,0.941,0.868,0.718,0.624,0.414,0.464
P41594,Metabotropic glutamate receptor 5 OS=Homo sapiens GN=GRM5 PE=1 SV=2,GRM5,1,3,1212,132.383,7.78,3,0.992,1.006,1.053,0.997,1.023,0.858,0.755,0.764,0.389,0.372
P41743,Protein kinase C iota type OS=Homo sapiens GN=PRKCI PE=1 SV=2,PRKCI,15,34,596,68.218,5.85,15,0.992,0.987,0.934,0.853,0.58,0.351,0.22,0.161,0.16,0.13
P42025,Beta-centractin OS=Homo sapiens GN=ACTR1B PE=1 SV=1,ACTR1B,41,169,376,42.267,6.4,20,0.992,0.989,0.935,0.884,0.711,0.503,0.418,0.261,0.172,0.119
P42126,"Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens GN=ECI1 PE=1 SV=1",ECI1,23,244,302,32.795,8.54,118,0.992,0.971,0.994,1.011,0.987,0.968,0.962,1.024,0.736,1.066
P42166,"Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens GN=TMPO PE=1 SV=2",TMPO,89,426,694,75.446,7.66,69,0.992,1.115,0.822,0.633,0.351,0.246,0.189,0.117,0.111,0.077
P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2",TMPO,89,512,454,50.639,9.38,31,0.992,0.987,1.05,1,1.034,1.17,0.908,0.633,0.288,0.281
P42224,Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 PE=1 SV=2,STAT1,85,270,750,87.28,6.05,120,0.992,0.93,0.564,0.324,0.244,0.149,0.122,0.086,0.094,0.061
P42226,Signal transducer and activator of transcription 6 OS=Homo sapiens GN=STAT6 PE=1 SV=1,STAT6,9,17,847,94.075,6.23,6,0.992,1.053,0.693,0.487,0.275,0.159,0.11,0.089,0.103,0.073
P42285,Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3,SKIV2L2,105,293,1042,117.729,6.52,134,0.992,0.988,0.954,0.789,0.462,0.229,0.145,0.095,0.097,0.069
P42330,Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4,AKR1C3,12,23,323,36.83,7.94,12,0.992,1.04,0.943,0.895,0.664,0.487,0.327,0.232,0.186,0.191
P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Homo sapiens GN=PIK3CA PE=1 SV=2",PIK3CA,11,19,1068,124.203,7.23,7,0.992,0.999,0.865,0.6,0.4,0.27,0.203,0.169,0.142,0.133
P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens GN=PIK3CB PE=1 SV=1",PIK3CB,26,60,1070,122.683,7.09,27,0.992,0.986,0.861,0.691,0.39,0.223,0.157,0.126,0.124,0.103
P42345,Serine/threonine-protein kinase mTOR OS=Homo sapiens GN=MTOR PE=1 SV=1,MTOR,66,129,2549,288.707,7.17,57,0.992,1.044,0.786,0.702,0.466,0.304,0.222,0.172,0.136,0.108
P42566,Epidermal growth factor receptor substrate 15 OS=Homo sapiens GN=EPS15 PE=1 SV=2,EPS15,47,114,896,98.595,4.64,46,0.992,0.989,0.944,0.818,0.618,0.412,0.269,0.189,0.145,0.113
P42574,Caspase-3 OS=Homo sapiens GN=CASP3 PE=1 SV=2,CASP3,34,79,277,31.587,6.54,36,0.992,0.921,0.94,0.954,0.861,0.823,0.735,0.649,0.467,0.599
P42575,Caspase-2 OS=Homo sapiens GN=CASP2 PE=1 SV=2,CASP2,14,30,452,50.652,6.81,15,0.992,1.043,0.653,0.55,0.321,0.201,0.112,0.07,0.099,0.067
P42677,40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3,RPS27,16,200,84,9.455,9.45,25,0.992,1.029,1.362,1.422,1.349,1.037,0.803,0.428,0.191,0.158
P42680,Tyrosine-protein kinase Tec OS=Homo sapiens GN=TEC PE=1 SV=2,TEC,1,1,631,73.534,8.44,1,0.992,1.006,1.063,0.977,0.953,0.728,0.415,0.184,0.149,0.102
P42684,Abelson tyrosine-protein kinase 2 OS=Homo sapiens GN=ABL2 PE=1 SV=1,ABL2,4,8,1182,128.263,8.07,4,0.992,1.101,0.843,0.682,0.528,0.433,0.41,0.239,0.174,0.182
P42695,Condensin-2 complex subunit D3 OS=Homo sapiens GN=NCAPD3 PE=1 SV=2,NCAPD3,5,10,1498,168.783,7.5,5,0.992,1.018,0.717,0.541,0.337,0.258,0.227,0.146,0.123,0.112
P42696,RNA-binding protein 34 OS=Homo sapiens GN=RBM34 PE=1 SV=2,RBM34,1,2,430,48.535,10.11,1,0.992,0.776,1.073,0.817,0.973,0.888,0.785,0.784,0.389,0.572
P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3",LRPPRC,219,1104,1394,157.805,6.13,525,0.992,0.984,0.813,0.348,0.235,0.138,0.109,0.075,0.094,0.055
P42765,"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2",ACAA2,44,122,397,41.898,8.09,55,0.992,0.99,1,1.022,0.991,0.926,0.861,0.804,0.554,0.671
P42766,60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2,RPL35,27,183,123,14.543,11.05,75,0.992,1.12,1.584,1.715,1.645,1.146,0.925,0.588,0.2,0.177
P42773,Cyclin-dependent kinase 4 inhibitor C OS=Homo sapiens GN=CDKN2C PE=1 SV=1,CDKN2C,1,2,168,18.116,6.52,1,0.992,1.116,1.073,0.947,0.913,0.748,0.545,0.454,0.239,0.242
P42785,Lysosomal Pro-X carboxypeptidase OS=Homo sapiens GN=PRCP PE=1 SV=1,PRCP,27,127,496,55.764,7.21,58,0.992,0.983,0.989,0.982,0.905,0.8,0.693,0.622,0.371,0.331
P42830,C-X-C motif chemokine 5 OS=Homo sapiens GN=CXCL5 PE=1 SV=1,CXCL5,2,3,114,11.965,8.88,2,0.992,0.991,0.843,0.532,0.333,0.223,0.165,0.124,0.129,0.092
P42858,Huntingtin OS=Homo sapiens GN=HTT PE=1 SV=2,HTT,3,5,3142,347.383,6.2,2,0.992,1.056,1.003,0.862,0.638,0.418,0.39,0.314,0.219,0.227
P42892,Endothelin-converting enzyme 1 OS=Homo sapiens GN=ECE1 PE=1 SV=2,ECE1,6,12,770,87.108,5.88,6,0.992,1.001,0.99,0.894,0.853,0.74,0.643,0.454,0.297,0.322
P43034,Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2,PAFAH1B1,68,364,410,46.608,7.37,159,0.992,0.934,0.961,0.911,0.779,0.635,0.649,0.544,0.291,0.207
P43121,Cell surface glycoprotein MUC18 OS=Homo sapiens GN=MCAM PE=1 SV=2,MCAM,15,30,646,71.563,5.76,11,0.992,0.981,0.995,0.939,0.881,0.877,0.648,0.452,0.281,0.306
P43155,Carnitine O-acetyltransferase OS=Homo sapiens GN=CRAT PE=1 SV=5,CRAT,7,12,626,70.812,8.44,6,0.992,0.929,0.814,0.495,0.363,0.276,0.197,0.147,0.144,0.105
P43243,Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2,MATR3,11,22,847,94.565,6.25,12,0.992,1.166,0.523,0.337,0.273,0.198,0.165,0.154,0.129,0.152
P43246,DNA mismatch repair protein Msh2 OS=Homo sapiens GN=MSH2 PE=1 SV=1,MSH2,76,189,934,104.677,5.77,89,0.992,0.997,0.728,0.534,0.305,0.184,0.14,0.099,0.104,0.072
P43304,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens GN=GPD2 PE=1 SV=3",GPD2,15,28,727,80.802,7.69,12,0.992,1.007,1.094,0.887,0.796,0.725,0.668,0.65,0.467,0.607
P43320,Beta-crystallin B2 OS=Homo sapiens GN=CRYBB2 PE=1 SV=2,CRYBB2,1,1,205,23.365,7.01,1,0.992,0.996,0.983,0.997,0.923,0.758,0.665,0.494,0.249,0.192
P43357,Melanoma-associated antigen 3 OS=Homo sapiens GN=MAGEA3 PE=1 SV=1,MAGEA3,2,4,314,34.725,4.59,2,0.992,0.896,0.583,0.457,0.363,0.258,0.215,0.174,0.139,0.132
P43378,Tyrosine-protein phosphatase non-receptor type 9 OS=Homo sapiens GN=PTPN9 PE=1 SV=1,PTPN9,4,6,593,67.977,8.02,1,0.992,0.966,0.593,0.357,0.263,0.178,0.135,0.084,0.109,0.072
P43405,Tyrosine-protein kinase SYK OS=Homo sapiens GN=SYK PE=1 SV=1,SYK,4,9,635,72.02,8.25,3,0.992,0.926,0.643,0.447,0.343,0.238,0.165,0.134,0.129,0.102
P43487,Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1,RANBP1,53,535,201,23.296,5.29,170,0.992,0.941,0.94,0.782,0.566,0.415,0.354,0.352,0.207,0.172
P43490,Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1,NAMPT,87,712,491,55.487,7.15,339,0.992,0.983,1.007,0.996,0.937,0.814,0.667,0.376,0.14,0.089
P43686,26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2,PSMC4,83,456,418,47.337,5.21,218,0.992,0.986,0.922,0.797,0.594,0.378,0.23,0.13,0.112,0.078
P43897,"Elongation factor Ts, mitochondrial OS=Homo sapiens GN=TSFM PE=1 SV=2",TSFM,42,127,325,35.368,8.38,59,0.992,0.964,0.773,0.487,0.254,0.159,0.128,0.094,0.102,0.057
P45379,"Troponin T, cardiac muscle OS=Homo sapiens GN=TNNT2 PE=1 SV=3",TNNT2,1,1,298,35.902,4.97,1,0.992,0.956,0.913,0.887,0.913,0.638,0.495,0.354,0.329,0.342
